title,ratings,reviews,url,course_by,skills,price,id,"level, type and duration"
Spanish for Successful Communication in Healthcare Settings,4.8,253,https://www.coursera.org/learn/spanish-in-healthcare-settings,Rice University,"Communication, Business Psychology, Computational Logic, Culture, Leadership and Management, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",Free,108,Intermediate · Course · 1-3 Months
Chinese for Beginners,4.8,181000,https://www.coursera.org/learn/learn-chinese,Peking University,,Free,109,Mixed · Course · 1-3 Months
ADHD: Everyday Strategies for Elementary Students,4.7,2000,https://www.coursera.org/learn/adhd-treatment,University at Buffalo,,Free,110,Beginner · Course · 1-4 Weeks
Introduction to Systems Engineering,4.7,694,https://www.coursera.org/learn/systems-engineering,UNSW Sydney (The University of New South Wales),"Operating Systems, Systems Design, Theoretical Computer Science, Application Development, Design and Product, Product Design, Software Engineering",Free,111,Mixed · Course · 1-3 Months
"The Modern World, Part Two: Global History since 1910",4.8,15000,https://www.coursera.org/learn/modern-world-2,University of Virginia,,Free,112,Beginner · Course · 1-3 Months
Managing the Company of the Future,4.8,33000,https://www.coursera.org/learn/company-future-management,University of London,"Leadership and Management, Organizational Development, Entrepreneurship, Business Psychology, Strategy and Operations, Change Management, Innovation, Leadership Development, People Management",Free,113,Mixed · Course · 1-3 Months
Renewable Energy and Green Building Entrepreneurship,4.7,25000,https://www.coursera.org/learn/renewable-energy-entrepreneurship,Duke University,"Business Analysis, Business Design, Business Transformation, Decision Making, Entrepreneurship, Innovation, Leadership and Management, Market Research, Problem Solving, Research and Design, Planning, Supply Chain and Logistics, Business Development, Sales",Free,114,Beginner · Course · 1-3 Months
Introduction to Forensic Science,4.9,2000,https://www.coursera.org/learn/forensic-science,"Nanyang Technological University, Singapore",,Free,115,Mixed · Course · 1-3 Months
Write A Feature Length Screenplay For Film Or Television,4.6,170,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,Michigan State University,"Communication, Creativity, Entrepreneurship, Research and Design, Writing",Free,116,Beginner · Course · 3-6 Months
Foundations of Data Science: K-Means Clustering in Python,4.6,515,https://www.coursera.org/learn/data-science-k-means-clustering-python,University of London,"Algorithms, Theoretical Computer Science, Computer Programming, General Statistics, Probability & Statistics, Python Programming, Statistical Programming, Data Visualization, Data Analysis, Machine Learning, Plot (Graphics), Business Analysis, Machine Learning Algorithms, Statistical Analysis",Free,117,Beginner · Course · 1-3 Months
Feminism and Social Justice,4.8,57000,https://www.coursera.org/learn/feminism-social-justice,"University of California, Santa Cruz","Business Psychology, Culture, Leadership and Management, Communication",Free,118,Beginner · Course · 1-4 Weeks
Financing and Investing in Infrastructure,4.8,18000,https://www.coursera.org/learn/infrastructure-investing,Università Bocconi,"Finance, Investment Management, Accounting, Entrepreneurial Finance, Entrepreneurship, General Accounting, Risk Management, Banking, Financial Accounting, Payments, Regulations and Compliance, Strategy and Operations, Underwriting, Budget Management, Business Analysis, Data Analysis, Financial Analysis, Financial Management, Leadership and Management",Free,119,Mixed · Course · 1-3 Months
"Sleep: Neurobiology, Medicine, and Society",4.8,653,https://www.coursera.org/learn/sleep,University of Michigan,"Feature Engineering, Machine Learning",Free,120,Beginner · Course · 1-3 Months
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,4.6,932,https://www.coursera.org/learn/design-strategy,The University of Sydney,"Research and Design, Persona Research, Design and Product, Entrepreneurship, Leadership and Management, Problem Solving, Product Development, User Research, Business Design, Creativity, Decision Making, Market Analysis, Market Research, Marketing, Product Design, Survey Creation, Business Analysis, Customer Analysis, Human Computer Interaction, Sales, Strategy, Strategy and Operations, User Experience",Free,121,Intermediate · Course · 1-3 Months
"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",4.8,52000,https://www.coursera.org/learn/competencias-digitales-ofimatica,Universitat Autònoma de Barcelona,"Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software",Free,123,Beginner · Course · 1-3 Months
Antimicrobial resistance - theory and methods,4.7,22000,https://www.coursera.org/learn/antimicrobial-resistance,Technical University of Denmark (DTU),"Databases, Strategy and Operations",Free,124,Intermediate · Course · 1-3 Months
Social Impact Strategy: Tools for Entrepreneurs and Innovators,4.8,12000,https://www.coursera.org/learn/social-impact,University of Pennsylvania,"Business Analysis, Business Design, Business Development, Business Transformation, Entrepreneurship, Research and Design, Sales, Innovation, Business Process Management, Business Psychology, Design and Product, Leadership and Management, Market Research, Organizational Development, People Development, Performance Management, Product Design, Strategy and Operations, Marketing, Planning, Problem Solving, Strategy",Free,125,Beginner · Course · 1-4 Weeks
Finanzas personales,4.8,78000,https://www.coursera.org/learn/finanzas-personales,Universidad Nacional Autónoma de México,Finance,Free,126,Mixed · Course · 1-3 Months
International Security Management,4.7,928,https://www.coursera.org/learn/international-security-management,Erasmus University Rotterdam,"Entrepreneurship, Leadership and Management, Marketing, Operating Systems, Sales, Security Engineering, Software Security, Strategy, Strategy and Operations, System Security, Computer Networking, Finance, Regulations and Compliance, Security Strategy",Free,127,Beginner · Course · 1-3 Months
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",4.8,41000,https://www.coursera.org/learn/global-sustainable-development,University of Copenhagen,"Business Psychology, Entrepreneurship, Resilience",Free,128,Beginner · Course · 1-4 Weeks
Introduction to Chemistry:  Reactions and Ratios,4.7,11000,https://www.coursera.org/learn/intro-chemistry,Duke University,"Mathematics, Algebra, Business Analysis, Critical Thinking, Strategy and Operations, Mathematical Theory & Analysis",Free,129,Beginner · Course · 1-3 Months
Wind Energy,4.7,69000,https://www.coursera.org/learn/wind-energy,Technical University of Denmark (DTU),Mathematics,Free,130,Mixed · Course · 1-3 Months
Chicken Behaviour and Welfare,4.8,11000,https://www.coursera.org/learn/chickens,The University of Edinburgh,,Free,131,Mixed · Course · 1-3 Months
Understanding Medical Research: Your Facebook Friend is Wrong,4.9,17000,https://www.coursera.org/learn/medical-research,Yale University,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Probability & Statistics, General Statistics, Data Analysis, Experiment, Statistical Analysis, Statistical Tests",Free,132,Beginner · Course · 1-3 Months
Miracles of Human Language: An Introduction to Linguistics,4.7,23000,https://www.coursera.org/learn/human-language,Universiteit Leiden,"Business Psychology, Culture, Leadership and Management, Computer Programming, Computer Programming Tools, Other Programming Languages",Free,133,Beginner · Course · 1-3 Months
Whole genome sequencing of bacterial genomes - tools and applications,4.6,13000,https://www.coursera.org/learn/wgs-bacteria,Technical University of Denmark (DTU),"Bioinformatics, Probability & Statistics, Data Analysis, Databases",Free,134,Beginner · Course · 1-3 Months
Understanding child development: from synapse to society,4.6,236,https://www.coursera.org/learn/child-development,Utrecht University,Human Learning,Free,135,Beginner · Course · 1-3 Months
Data Science Ethics,4.8,768,https://www.coursera.org/learn/data-science-ethics,University of Michigan,"Operating Systems, Software Security, System Security, Algorithms, General Statistics, Probability & Statistics",Free,136,Beginner · Course · 1-3 Months
Epidemiology: The Basic Science of Public Health,4.7,43000,https://www.coursera.org/learn/epidemiology,The University of North Carolina at Chapel Hill,"Epidemiology, Probability & Statistics, General Statistics, Econometrics, Forecasting",Free,137,Mixed · Course · 1-3 Months
Tropical Forest Landscapes 101: Conservation & Restoration,5,44,https://www.coursera.org/learn/tropicalforests101,Yale University,,Free,138,Beginner · Course · 1-3 Months
Devenir entrepreneur du changement,4.7,583,https://www.coursera.org/learn/entrepreneur-changement,HEC Paris,"Entrepreneurship, Leadership and Management, Marketing, Strategy and Operations, Business Psychology, Research and Design, Sales, Strategy, Business Communication, Communication, Culture, Finance, Human Resources, Investment Management, People Development, Problem Solving, Project Management, Public Relations",Free,139,Mixed · Course · 1-3 Months
Econometrics: Methods and Applications,4.6,11000,https://www.coursera.org/learn/erasmus-econometrics,Erasmus University Rotterdam,"Advertising, Algebra, Communication, Econometrics, Forecasting, General Statistics, Marketing, Mathematics, Probability & Statistics, Regression",Free,140,Mixed · Course · 1-3 Months
Introduction to International Criminal Law,4.8,35000,https://www.coursera.org/learn/international-criminal-law,Case Western Reserve University,,Free,141,Mixed · Course · 1-3 Months
Leadership in 21st Century Organizations,4.8,991,https://www.coursera.org/learn/leadership-21st-century,Copenhagen Business School,"Entrepreneurship, Leadership and Management, Marketing, Strategy and Operations, Sales, Strategy, Human Resources, Communication, Collaboration, Leadership Development, Business Psychology, Change Management, Culture, Innovation, Research and Design",Free,142,Mixed · Course · 3-6 Months
Arts and Heritage Management,4.8,12000,https://www.coursera.org/learn/arts-heritage,Università Bocconi,"Research and Design, Entrepreneurship, Business Analysis, Customer Analysis, Market Research, Business Design, Business Psychology, Culture, Leadership and Management, Marketing, Business Transformation, Human Learning, Market Analysis, Brand Management, Digital Marketing, Customer Relationship Management, Finance, Human Computer Interaction, Organizational Development, Sales, Strategy, Strategy and Operations, User Experience",Free,143,Mixed · Course · 1-3 Months
